Sonntag 9:00	PP	1	0	0	09:00				0	2	3	2
Sonntag 11:00	MK	1	0	0	11:00				0	2	3	2
Dienstag 18:30	MK	1	2	0	18:30				3	2
Samstag 18:30	PP	1	6	0	18:30				0	2	3	2
